id,category,title_zh,title_en,opening_periods,websites,venue_zh,venue_en,address_zh,address_en,district
2d156c5d-5b47-11f1-a41b-1ab7d6ca2563,cinema,夏日親子電影節 2026,Summer Family Cine Fest 2026,2026-07-10~2026-07-11 / 2026-07-17~2026-07-18 / 2026-07-23~2026-07-25 / 2026-07-30~2026-08-01 / 2026-08-03 / 2026-08-06~2026-08-08 / 2026-08-10 / 2026-08-14~2026-08-15,['https://www.lcsd.gov.hk/fp/tc/listing.html?id=93'],,,,,
660752e0-3bc7-11f1-81dc-dafe16e01704,cinema,HKIFF Cine Fan 電影節發燒友 五、六、七月節目,HKIFF Cine Fan MayJun/Jul,2026-05-08~2026-07-18,['https://cinefan.hkiff.org.hk/zh/period/2026/may-jun-jul-2026'],,,,,n/a
3b7295df-3009-11f1-bb7f-dafe16e01704,cinema,對話西遊,Journeys to the West: Cinematic Dialogues Across Time,2026-06-26~2026-07-10,['https://www.filmarchive.gov.hk/tc/web/hkfa/2026/ccf-journeys-to-the-west/pe-event-2026-ccf-journeys-to-the-west.html'],香港電影資料館、東九文化中心劇院,"Hong Kong Film Archive, East Kowloon Cultural Centre",,,hk_east
b3f6b70d-04b3-11f1-a9fa-dafe16e01704,cinema,,All Star Video,2026-02-13~2026-07-04,['https://www.mplus.org.hk/tc/exhibitions/all-star-video'],M+,M+,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
ca25a3d2-5f17-11f1-a41b-1ab7d6ca2563,exhibition,,When Experience Returns Otherwise: first MA Graduation Show of AMC HKUST,2026-06-13~2026-07-04,['https://www.instagram.com/p/DZEJynZjIMt/'],HART Haus,HART Haus,香港堅尼地城士美非路12P號祥興工業大廈,"Unit 12P, Cheung Hing Industrial Building, 12P Smithfield, Kennedy Town, Hong Kong",hk_central_west
d31d074a-5b40-11f1-a41b-1ab7d6ca2563,exhibition,,AS THE GROUND HOLDS,2026-05-20~2026-08-07,['https://www.villepinart.com/as-the-ground-holds'],VILLEPIN,VILLEPIN,香港中環荷李活道53號,"53 Hollywood Road, Central, Hong Kong",hk_central_west
a289b78c-5b40-11f1-a41b-1ab7d6ca2563,exhibition,活生生藝術家：章柱基 個展,Living Living 5-year-old Artist: Kila Cheung Solo Exhibition,2026-05-29~2026-07-11,['https://www.tangcontemporary.com/活生生艺术家-章柱基个展'],Tang Contemporary Art 當代唐人藝術中心（黃竹坑）,Tang Contemporary Art (Hong Kong Wong Chuk Hang Space),香港黃竹坑業勤街39號 Landmark South 20樓2003-08室,"Unit 2003-08, 20/F Landmark South, 39 Yip Kan Street, Wong Chuk Hang, Hong Kong",hk_south
fc0000ff-5b3f-11f1-a41b-1ab7d6ca2563,exhibition,揭開帷幕,James Turrell: Lifting the Veil,2026-05-27~2026-07-31,['https://gagosian.com/exhibitions/2026/james-turrell-lifting-the-veil/'],Gagosian 高古軒,Gagosian,香港島中環畢打街12號畢打行7樓,"7/F Pedder Building, 12 Pedder Street, Central, Hong Kong",hk_central_west
6d9c57c1-5b3f-11f1-a41b-1ab7d6ca2563,exhibition,香港藝術學院 / RMIT大學 文學學士（美術）畢業展覽 2026 – Semordnilap,Hong Kong Art School / RMIT University Bachelor of Arts (Fine Art) Graduate Exhibition 2026 – Semordnilap,2026-07-03~2026-07-19,['https://www.hkas.edu.hk/events/hong-kong-art-school-rmit-university-bachelor-of-arts-fine-art-graduate-exhibition-2026-semordnilap/'],香港藝術中心包氏畫廊,"Pao Galleries, Hong Kong Arts Centre",香港灣仔港灣道2號,"2 Harbour Road, Wan Chai, Hong Kong",hk_wanchai
683f7d37-5b3f-11f1-a41b-1ab7d6ca2563,exhibition,,PolyU Design Show 2026,2026-06-04~2026-08-06,['https://www.polyu.edu.hk/sd/news-and-events/events/2026/6/5-polyu-design-show-2026?sc_lang=en'],香港理工大學設計學院,The Hong Kong Polytechnic University,香港紅磡育才道,Hong Kong,kl_central
627d5f5b-5b3f-11f1-a41b-1ab7d6ca2563,exhibition,百層百視： 岩井俊雄的創意旅程,100-Story 100 Stories: Toshio Iwai's Art Journey​,2026-06-13~2026-09-26,['https://umag.hku.hk/tc/exhibition/100-story-100-stories-toshio-iwais-art-journey/'],香港大學美術博物館,"University Museum and Art Gallery, HKU",香港薄扶林般咸道90號,"90 Bonham Road, Pokfulam, Hong Kong",hk_central_west
62301438-5b3f-11f1-a41b-1ab7d6ca2563,exhibition,小王子與飛行員,The Little Prince and the Pilot,2026-06-25~2026-10-17,['https://umag.hku.hk/tc/exhibition/the-little-prince-and-the-pilot/'],香港大學美術博物館,"University Museum and Art Gallery, HKU",香港薄扶林般咸道90號,"90 Bonham Road, Pokfulam, Hong Kong",hk_central_west
501b6de5-53ed-11f1-9688-1ab7d6ca2563,exhibition,怡人之地 —— 賴恩．維拉馬爾,Pleasant Place with Ryan Villamael,2026-07-03~2026-08-01,['https://www.taikwun.hk/zh/programme/detail/open-the-box-2026-pleasant-place-with-ryan-villamael/1777'],Tai Kwun 大館藝方,"JC Contemporary, Tai Kwun",香港中環荷李活道10號,"10 Hollywood Road, Central, Hong Kong",hk_central_west
9f92ba08-53ec-11f1-9688-1ab7d6ca2563,exhibition,,"Shigeo Otake, Hong Kong (2026)",2026-07-09~2026-08-28,['https://www.whitecube.com/gallery-exhibitions/shigeo-otake-hong-kong-2026'],White Cube 白立方畫廊,White Cube,香港中環干諾道中50號,"50 Connaught Road Central, Central, Hong Kong",hk_central_west
9981089b-53ec-11f1-9688-1ab7d6ca2563,exhibition,,"Resonance – Transforming the atmosphere and feeling of space, Jun Tanaka",2026-05-22~2026-07-24,['https://wamonoart.com/resonance/'],wamono art,wamono art,香港黃竹坑道49號得力工業大廈10樓A室,"49 Wong Chuk Hang Rd, Hong Kong",hk_south
99320397-53ec-11f1-9688-1ab7d6ca2563,exhibition,,Synesthesia – Aki Lumi x Yuki Indoor,2026-05-22~2026-07-24,['https://wamonoart.com/synesthesia/'],wamono art,wamono art,香港黃竹坑道49號得力工業大廈10樓A室,"Unit A, 10/F, Derrick Industrial Building, 49 Wong Chuk Hang Rd, Hong Kong",hk_south
2cc0adbe-53ec-11f1-9688-1ab7d6ca2563,exhibition,,Ha Bik Chuen: 1960s–70s,2026-05-22~2026-08-07,['https://www.rossirossi.com/exhibition/ha-bik-chuen-1960s-70s'],Rossi & Rossi,Rossi & Rossi,香港黃竹坑道54號 M Place 11樓,,hk_south
4b9b98e0-53eb-11f1-9688-1ab7d6ca2563,exhibition,,City of Lights | Keith Macgregor,2026-06-18~2026-10-04,['https://bluelotus-gallery.com/new-events/city-of-lights-keith-macgregor'],Blue Lotus Gallery,Blue Lotus Gallery,香港島太平山磅巷28號,"28 Pound Lane, Tai Ping Shan, Hong Kong Island, Hong Kong",hk_central_west
37f0f037-53eb-11f1-9688-1ab7d6ca2563,exhibition,,"Bosco Sodi, Scroll Paintings",2026-05-29~2026-09-04,['https://www.axel-vervoordt.com/gallery/exhibitions/bosco-sodi-scroll-paintings'],Axel Vervoordt 維伍德畫廊,Axel Vervoordt Gallery,香港黃竹坑道62號科達設計中心21樓,"21F, Coda Designer Centre, 62, Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong",hk_south
0ccc3cb0-53eb-11f1-9688-1ab7d6ca2563,exhibition,,Josephine Turalba: We are the Sea,on view from 2026-06-02,['https://www.10chancerylanegallery.com/exhibitions/195-josephine-turalba-we-are-the-sea-curated-by-caroline-ha-thuc/'],10 Chancery Lane Gallery 10號贊善里畫廊,10 Chancery Lane Gallery,香港中環贊善里10號,,hk_central_west
5cd349f6-5112-11f1-a02e-1ab7d6ca2563,exhibition,舒芙蕾,Soufflé,2026-05-22~2026-07-24,['https://www.instagram.com/p/DYT5smGgMtu'],MAYAO,MAYAO,香港黃竹坑道49號得力工業大廈10E,"10E, Derrick Industrial Building, 49 Wong Chuk Hang Rd, Hong Kong",hk_south
7a9180ab-4811-11f1-8736-1ab7d6ca2563,exhibition,拍住上—光影裡並肩馳騁的我們,Better Together – Partnering Up for Hong Kong Movies | Tai Kwun,2026-06-23~2026-10-04,['https://www.taikwun.hk/zh/programme/detail/better-together-partnering-up-for-hong-kong-movies/1795'],Tai Kwun 大館,Tai Kwun,香港中環荷李活道10號,"10 Hollywood Road, Central, Hong Kong",hk_central_west
ab283988-4810-11f1-8736-1ab7d6ca2563,exhibition,對倒: 角谷紀章、原澤亨輔,"Intersection: KISHO KAKUTANI, KOSUKE HARASAWA",2026-05-16~2026-07-04,['https://www.whitestone-gallery.com/zh-hant/blogs/gallery-exhibitions/hk-kakutani-harasawa-052026'],Whitestone Gallery 白石畫廊,Whitestone Gallery,香港黃竹坑道54號 M Place 7樓,"7/F, M Place, 54 Wong Chuk Hang Road, Hong Kong",hk_south
4c41b0cf-4810-11f1-8736-1ab7d6ca2563,exhibition,離線回憶：前互聯網時代香港同志印刷品檔案館,OFFLINE MEMORIES: The Hong Kong LGBTQ+ Archive of Printed Matter from the Pre-Internet Era,2026-06-18~2026-07-19,['https://tomorrowmaybehk.com/offline-memories'],TOMORROW MAYBE,TOMORROW MAYBE,香港佐敦彌敦道380號香港逸東酒店4樓,"4/F Eaton HK, 380 Nathan Road, Jordan, Hong Kong",kl_west
bd20c4da-423c-11f1-81dc-dafe16e01704,exhibition,巴黎新聲音: 記憶與物質之間,New Voices in Paris Now: Between Memory and Matter,2026-05-30~2026-08-29,['https://www.alisan.com.hk/tc/exhibition-detail?id=276'],藝倡沙龍,Alisan Atelier,香港香港仔田灣海旁道7號興偉中心1904,"1904 Hing Wai Centre, 7 Tin Wan Praya Road, Aberdeen, Hong Kong",hk_south
