id,category,title_zh,title_en,opening_periods,websites,venue_zh,venue_en,address_zh,address_en,district
6607b5f6-3bc7-11f1-81dc-dafe16e01704,cinema,HKIFF Cine Fan 電影節發燒友 一、二、三月節目,HKIFF Cine Fan Jan/Feb/Mar,2026-01-10~2026-03-15,['https://cinefan.hkiff.org.hk/zh/period/2026/jan-feb-mar-2026'],香港藝術中心古天樂電影院,"Louis Koo Cinema, Hong Kong Arts Centre",香港灣仔港灣道2號,"2 Harbour Road, Wan Chai, Hong Kong",n/a
716c8045-387d-11f1-81dc-dafe16e01704,cinema,亂世兒女,Barry Lyndon,2026-01-09 / 2026-01-23 / 2026-02-07 / 2026-02-28,['https://www.mplus.org.hk/tc/cinema/rediscoveries/barry-lyndon'],M+戲院,M+ Cinema,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
041f4227-0181-11f1-a3e3-dafe16e01704,cinema,安德魯本地電影之選,,2026-01-11~2026-01-24,['https://www.hkfringeclub.com/zh/whatson/2558-安德魯本地電影之選【藝穗節26】.html'],Fringe Club 藝穗會賽馬會劇場,"Jockey Club Theatre, Fringe Club",香港中環下亞厘畢道2號,"2 Lower Albert Road, Central, Hong Kong",hk_central_west
1d8aa7ef-fb1d-11f0-8bdb-dafe16e01704,cinema,重訪特權樂園,The Commandant's Shadow,2026-01-26,['https://www.goethe.de/ins/hon/en/ver.cfm?event_id=27195484'],百老匯電影中心,,九龍油麻地眾坊街3號駿發花園,,kl_west
8de5ef95-f90c-11f0-8bdb-dafe16e01704,cinema,,The Disappearance of Josef Mengele,2026-01-24,['https://www.goethe.de/ins/hon/en/ver.cfm?event_id=27195483'],百老匯電影中心,,九龍油麻地眾坊街3號駿發花園,,kl_west
6e9399b5-f4cd-11f0-8f8a-dafe16e01704,cinema,2026 JCCAC週六放映廠,2026 JCCAC Saturday Film,2026-01-30 / 2026-02-27 / 2026-04-24 / 2026-05-06 / 2026-05-22 / 2026-06-26,['https://www.jccac.org.hk/?a=group&id=c_1&doc_id=9855'],JCCAC 賽馬會創意藝術中心,JCCAC Jockey Club Creative Arts Centre,九龍石硤尾白田街30號,"30 Pak Tin Street, Shek Kip Mei, Kowloon",kl_west
51a5503b-ef79-11f0-8ee1-dafe16e01704,cinema,心間盛筵—人間煙火映百味,Food for Thought - A Cinematic Feast,2025-12-05~2026-01-17,['https://www.lcsd.gov.hk/fp/tc/listing.html?id=83'],香港電影資料館、東九文化中心、K11 Art House,"Hong Kong Film Archive, East Kowloon Cultural Centre",,,
b28da047-ea9c-11f0-8ee1-dafe16e01704,cinema,,International Holocaust Remembrance Day Special Film Programme,2026-01-24~2026-01-31,['https://www.goethe.de/ins/hon/en/ver.cfm?event_id=27195492'],百老匯電影中心,Hong Kong Arts Centre,九龍油麻地眾坊街3號駿發花園,"14/F Hong Kong Arts Centre 2 Harbour Road, Wan Chai, Hong Kong",kl_west
2c1cb5a8-e200-11f0-8ee1-dafe16e01704,cinema,大館石階影院 ─ 幻境之外：亞洲科幻特技影像,Tai Kwun Movie Steps – Beyond the Mirage: Asian Sci-Fi Action Spectacle,2026-01-09~2026-01-11,['https://www.taikwun.hk/zh/programme/detail/tai-kwun-movie-steps-beyond-the-mirage-asian-sci-fi-action-spectacle-jan-2026/1720'],Tai Kwun 大館,Tai Kwun,香港中環荷李活道10號,"10 Hollywood Road, Central, Hong Kong",hk_central_west
fb3b0cbe-d63b-11f0-9a41-dafe16e01704,cinema,莎拉・波莉《當愛留在遺忘時》,Away From Her by Sarah Polley,2026-01-17~2026-01-18,['https://www.nolimits.hk/zh-hant/programme/away-her-sarah-polley'],Tai Kwun 大館,Tai Kwun,香港中環荷李活道10號,"10 Hollywood Road, Central, Hong Kong",hk_central_west
11d7c9c0-c2c7-11f0-b256-dafe16e01704,cinema,點止癲狂過火──博維爾看香港電影,COUNTING FRAMES：David Bordwell on Hong Kong Cinema,2025-12-06~2026-01-14,['https://www.instagram.com/p/DQtfwjgChYL'],百老匯電影中心＆ PREMIERE ELEMENTS,,,,kl_west
703e9219-53ee-11f1-9688-1ab7d6ca2563,exhibition,意馬：覺知色空(𢓭言）,EQUUS:FORM+VOID (epilogue),2026-01-12~2026-01-17,['https://www.instagram.com/p/DTZUMxlAc5D'],Running Out of Space,Running Out of Space,香港黃竹坑黃竹坑道42號利美中心12樓11室,"Unit 11, 12/F, Remex Centre, 42 Wong Chuk Hang Rd, Wong Chuk Hang, Hk",hk_south
2bfa1d56-0ec7-11f1-8081-dafe16e01704,exhibition,重遇：何弢——香港建築實驗五十年,Recollection: Tao Ho 50 Years of Architectural Experiment in Hong Kong ,2025-12-14~2026-01-31,['https://www.instagram.com/p/DSRjkLIEr0A'],Commaa,Commaa,上環普仁街11號地下4C號舖,"Shop 4C, G/F, 11 Po Yan Street, Sheung Wan, Hong Kong",hk_central_west
4ca9979a-017e-11f1-a3e3-dafe16e01704,exhibition,,‘EDIT’ BY TIDE,2026-01-15~2026-01-31,['https://belowground.hk/edit-by-tide-first-solo-exhibition-in-hong-kong-presented-by-wkm-gallery-and-belowground'],BELOWGROUND,BELOWGROUND,中環皇后大道中15號置地廣塲,,hk_central_west
9226a5ff-f140-11f0-8f8a-dafe16e01704,exhibition,余浩揚：荒白．然後,Yu Ho Yeung: White Echoes Thereafter.,2026-01-01~2026-01-31,['https://www.instagram.com/p/DSoUcwskiPB'],百老匯電影中心,,九龍油麻地眾坊街3號駿發花園,,kl_west
aebdafb2-edcd-11f0-8ee1-dafe16e01704,exhibition,簡嘉健：散席前請坐好,Kan Kin Kin: Remain Seated Until It‘s Over,2026-01-10~2026-02-01,['https://www.instagram.com/p/DS7BzRagaoA'],WURE AREA,WURE AREA,九龍灣宏照道11號寶隆中心B座7樓707室,"Unit 707, 7/F, Block B Po Lung Centre, 11 Wang Chiu Road, Kowloon Bay",kl_east
4fce26d9-cfe1-11f0-a522-dafe16e01704,exhibition,OMG藝術節2025,OMG Art Festival 2025,2025-12-05~2026-01-04,['https://www.instagram.com/p/DR_VByLE_AD'],JCCAC 賽馬會創意藝術中心 藝廊,JCCAC Jockey Club Creative Arts Centre Gallery,九龍石硤尾白田街30號,"30 Pak Tin Street, Shek Kip Mei, Kowloon",kl_west
d18c8540-f90c-11f0-8bdb-dafe16e01704,exhibition/auction,藝術慈善拍賣會,Art For A Cause,2026-01-24~2026-01-26,['https://www.hkfringeclub.com/zh/whatson/2575-Art+For+A+Cause+|+藝術慈善拍賣會+.html'],Fringe Club 藝穗會陳麗玲畫廊,"Anita Chan Lai-ling Gallery, Fringe Club",香港中環下亞厘畢道2號,"2 Lower Albert Road, Central, Hong Kong",hk_central_west
5044233c-eb8e-11f0-8ee1-dafe16e01704,exhibition/auction,我們的那些年,,2025-11-26~2026-01-09,['https://www.sothebys.com/zh-hant/文章/香港漫畫百年-漫畫與視覺文化演進史略?locale=zh-Hant'],香港蘇富比旗艦藝廊,Sotheby's flagship gallery,香港中環干諾道中8號置地遮打地下,,hk_central_west
f9681ee8-e518-11f0-8ee1-dafe16e01704,exhibition/auction,掌中寰宇：亨利・摩爾小型雕像展,Henry Moore: Intimate Form,2026-01-15~2026-02-26,['https://www.sothebys.com/en/digital-catalogues/intimate-form-a-collection-of-small-scale-sculpture-by-henry-moore'],香港蘇富比旗艦藝廊,Sotheby's Hong Kong,香港中環干諾道中8號置地遮打地下,"G/F, Landmark Chater, 8 Connaught Road Central, Central",hk_central_west
f94d6b53-e518-11f0-8ee1-dafe16e01704,exhibition/auction,天命傳承 郎世寧繪《池蓮雙瑞》,Heaven’s Mandate Giuseppe Castiglione’s Auspicious Lotus for the Yongzheng Emperor,2025-11-26~2026-01-26,['https://www.sothebys.com/en/digital-catalogues/heavens-mandate-giuseppe-castigliones-auspicious-lotus-for-the-yongzheng-emperor'],香港蘇富比旗艦藝廊,"Sotheby's Hong Kong Salon, G/F, Landmark Chater, 8 Connaught Road Central, Central",香港中環干諾道中8號置地遮打地下,"Sotheby's Hong Kong Salon, G/F, Landmark Chater, 8 Connaught Road Central, Central",hk_central_west
f933dcf8-e518-11f0-8ee1-dafe16e01704,exhibition/auction,諸如蘭,Je Yeoran,2025-11-26~2026-01-09,['https://www.sothebys.com/en/digital-catalogues/je-yeoran'],香港蘇富比旗艦藝廊,"Sotheby's Maison, Hong Kong",香港中環干諾道中8號置地遮打地下,"8 Connaught Road Central, Central, Hong Kong",hk_central_west
