id,category,title_zh,title_en,opening_periods,websites,venue_zh,venue_en,address_zh,address_en,district
424d2bac-5b41-11f1-a41b-1ab7d6ca2563,cinema,情迷高跟鞋,High Heels,2026-03-12 / 2026-03-15,['https://www.mplus.org.hk/tc/cinema/ryuichi-sakamoto-music-in-film/high-heels/'],M+戲院,M+ Cinema,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
65b19a3b-3c5b-11f1-81dc-dafe16e01704,cinema,菲律賓女性影像工作者短片展映,Missing Home——Filipino Women Directors' Independent Short Films,2026-03-14,['https://www.instagram.com/wewomencut/p/DVgjHFmk30Y'],不二：藝術空間,Noii Arthouse,深水埗醫局街170號二樓,"1/F, 170 Yee Kuk Street, Sham Shui Po, Hong Kong",kl_west
6607b5f6-3bc7-11f1-81dc-dafe16e01704,cinema,HKIFF Cine Fan 電影節發燒友 一、二、三月節目,HKIFF Cine Fan Jan/Feb/Mar,2026-01-10~2026-03-15,['https://cinefan.hkiff.org.hk/zh/period/2026/jan-feb-mar-2026'],香港藝術中心古天樂電影院,"Louis Koo Cinema, Hong Kong Arts Centre",香港灣仔港灣道2號,"2 Harbour Road, Wan Chai, Hong Kong",n/a
706d8af6-387d-11f1-81dc-dafe16e01704,cinema,,Linda Linda Linda,2026-03-06 / 2026-03-21 / 2026-03-27,['https://www.mplus.org.hk/tc/cinema/linda-linda-linda'],M+戲院,M+ Cinema,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
6f7cda65-387d-11f1-81dc-dafe16e01704,cinema,流動的反叛：莎茲亞西坎達作品放映,Fluid Rebellions: Shahzia Sikander Screening Programme,2026-03-23~2026-03-28,['https://www.mplus.org.hk/tc/cinema/fluid-rebellions-shahzia-sikander-screening-programme'],M+戲院,M+ Cinema,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
689ea26e-387d-11f1-81dc-dafe16e01704,cinema,世紀症候群,Syndromes and a Century,2026-03-02 / 2026-03-15,['https://www.mplus.org.hk/tc/cinema/rediscoveries/syndromes-and-a-century'],M+戲院,M+ Cinema,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
829f0e25-25a8-11f1-a125-dafe16e01704,cinema,藝術三月：VMAC 自選迷你影院,Art March: VMAC Self-Guided Mini Cinema,2026-03-24~2026-03-28,['https://www.videotage.org.hk/programme/only-in-art-march-self-guided-vmac-mini-cinema'],牛棚會址,Cattle Depot Space,香港土瓜灣馬頭角道63號牛棚藝術村13號,"13/F, Cattle Depot Artist Village, 63 Ma Tau Kok Road, To Kwa Wan, Hong Kong",kl_central
574c9ba7-0a7e-11f1-8081-dafe16e01704,cinema,第19屆亞洲電影大獎,The 19th Asian Film Awards,2026-03-14,['https://www.westk.hk/tc/event/19th-asian-film-awards'],戲曲中心大劇院,"Grand Theatre, Xiqu Centre",香港尖沙咀柯士甸道西88號,"88 Austin Road West, Tsim Sha Tsui, Kowloon",kl_west
c174a344-07c8-11f1-98ca-dafe16e01704,cinema,人工失格,The Trobule with Being Born,2026-03-19,['https://www.goethe.de/ins/hon/en/ver.cfm?event_id=27219399'],Goethe-Institut Hongkong 香港歌德學院,Goethe-Institut Hongkong,香港灣仔港灣道2號香港藝術中心14樓,"14/F Hong Kong Arts Centre, 2 Harbour Road, Wanchai",hk_wanchai
cd2b7b66-04b3-11f1-a9fa-dafe16e01704,cinema,「無限亮」社區公眾展演及現場放映會,No Limits Community Showcases and Live Screenings,2026-03-07~2026-03-08,['https://www.taikwun.hk/zh/programme/detail/no-limits-community-showcases-and-live-screenings/1740'],Tai Kwun 大館,Tai Kwun,香港中環荷李活道10號,"10 Hollywood Road, Central, Hong Kong",hk_central_west
b3f6b70d-04b3-11f1-a9fa-dafe16e01704,cinema,,All Star Video,2026-02-13~2026-07-04,['https://www.mplus.org.hk/tc/exhibitions/all-star-video'],M+,M+,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
6e9399b5-f4cd-11f0-8f8a-dafe16e01704,cinema,2026 JCCAC週六放映廠,2026 JCCAC Saturday Film,2026-01-30 / 2026-02-27 / 2026-04-24 / 2026-05-06 / 2026-05-22 / 2026-06-26,['https://www.jccac.org.hk/?a=group&id=c_1&doc_id=9855'],JCCAC 賽馬會創意藝術中心,JCCAC Jockey Club Creative Arts Centre,九龍石硤尾白田街30號,"30 Pak Tin Street, Shek Kip Mei, Kowloon",kl_west
fe77f8af-d63b-11f0-9a41-dafe16e01704,cinema,青柳拓《富士山棉花田》,Fujiyama Cottonton by Taku Aoyagi,2026-03-06~2026-03-07,['https://www.nolimits.hk/zh-hant/programme/fujiyama-cottonton-taku-aoyagi'],Tai Kwun 大館洗衣場石階,"Laundry Steps, Tai Kwun",香港中環荷李活道10號,"10 Hollywood Road, Central, Hong Kong",hk_central_west
00eaebf6-d63c-11f0-9a41-dafe16e01704,cinema,嘉露蓮・卡瓦爾坎蒂《青春的裂縫》,Lapse by Caroline Cavalcanti,2026-02-27~2026-03-06,['https://www.nolimits.hk/zh-hant/programme/lapse-caroline-cavalcanti'],Tai Kwun 大館洗衣場石階,"Laundry Steps, Tai Kwun",香港中環荷李活道10號,"10 Hollywood Road, Central, Hong Kong",hk_central_west
b961702d-07ce-11f1-98ca-dafe16e01704,cinema/festival,Yuri Ancarani：崇高的真實,Yuri Ancarani: The Sublime of the Real,2026-02-08~2026-04-08,['https://www.instagram.com/thy_lab_/p/DUVK3YVk0ih'],Thy Lab 旲堂,Thy Lab,深水埗汝州街135號地下,"G/F, 135 Yu Chau Street, Sham Shui Po, Hong Kong",kl_west
324e8c86-5b47-11f1-a41b-1ab7d6ca2563,exhibition,你好，香港 — 萬鼎山水畫作品展（香港、深圳）,,2026-03-05 / 2026-04-06,['https://www.lcsd.gov.hk/clpss/tc/search/culture/DetailForm.do?id=183066'],香港中央圖書館 (地下展覽館),Hong Kong Central Library (G/F Exhibition Gallery),香港銅鑼灣高士威道66號,"66 Causeway Road, Causeway Bay, Hong Kong",hk_wanchai
703e9f5e-53ee-11f1-9688-1ab7d6ca2563,exhibition,THE CYCLE OF INDIFFERENCE | 恆常的沉悶,The Cycle of Indifference,2026-02-28~2026-03-28,['https://www.instagram.com/p/DUXrjZqgfNf'],RUNNING OUT OF SPACE,Running Out of Space,香港黃竹坑黃竹坑道42號利美中心12樓11室,"Unit 11, 12/F, Remex Centre, 42 Wong Chuk Hang Road, Hong Kong",hk_south
2a71886f-291f-11f1-a125-dafe16e01704,exhibition/auction,,beyond the abstract,2026-03-20~2026-03-27,['https://www.sothebys.com/en/digital-catalogues/beyond-the-abstract'],香港蘇富比旗艦藝廊,"Sotheby's Maison, Hong Kong Landmark Chater, 8 Connaught Road Central, Central",香港中環干諾道中8號置地遮打地下,"Hong Kong Central Lower Yau Lai Bridge 2, Landmark Chater, 8 Connaught Road Central, Hong Kong",hk_central_west
303d63b1-28f7-11f1-a125-dafe16e01704,exhibition/auction,東南亞現代與當代藝術品,Southeast Asian Modern and Contemporary Art,2026-03-22~2026-03-28,['https://www.bonhams.com/auction/32052/southeast-asian-modern-and-contemporary-art'],Bonhams 邦瀚斯,Bonhams,香港金鐘皇后大道東50號太古廣場六座11樓,"11/F, Six Pacific Place, 50 Queen's Road East, Hong Kong",hk_central_west
303d766f-28f7-11f1-a125-dafe16e01704,exhibition/auction,不止於紅 草間彌生傑出作品同一藏家珍藏系列,MORE THAN RED: A Single Owner Collection of Exceptional Works by Yayoi Kusama,2026-03-17~2026-03-27,['https://www.bonhams.com/auction/32462/more-than-red-a-single-owner-collection-of-exceptional-works-by-yayoi-kusama'],Bonhams 邦瀚斯,Bonhams,香港金鐘皇后大道東50號太古廣場六座11樓,"11/F, Six Pacific Place, 50 Queen's Road East, Hong Kong",kl_west
303d8707-28f7-11f1-a125-dafe16e01704,exhibition/auction,蕭勤：無限中之大我,Hsiao Chin: Great Ego in Infinity,2026-03-17~2026-04-08,['https://www.bonhams.com/auction/32049/hsiao-chin-great-ego-in-infinity'],Bonhams 邦瀚斯,Bonhams,香港金鐘皇后大道東50號太古廣場六座11樓,"11/F, Six Pacific Place, 50 Queen's Road East, Hong Kong",hk_wanchai
e15e2321-25a3-11f1-a125-dafe16e01704,exhibition/auction,,Pop-Up: New Art Est-Ouest Auctions Hong Kong Spring Auction 2026 Chinese Paintings • Modern & Contemporary Art,2026-03-23~2026-03-29,['https://www.hqueens.com.hk/html/eng/whatshot_detail.shtml?id=2424'],H Queen's,H Queen's,中環皇后大道中80號,"80 Queen's Road Central, Hong Kong",hk_central_west
d0a3c3e4-1139-11f1-8081-dafe16e01704,exhibition/auction,,ZAO WOU-KI INFINITE DIALOGUES,2026-03-05~2026-03-28,['https://exhibitions.phillips.com/collections/zao-wou-ki-infinite-dialogues'],Phillips 富藝斯,Phillips Hong Kong,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
41695e85-3882-11f1-81dc-dafe16e01704,exhibition/commercial,,The Lullabies That Lived,2026-03-22~2026-04-16,['https://www.instagram.com/mondrianhongkong/p/DVxu0YKkbK_'],The Corner Shop by Modrian Hong Kong,The Corner Shop by Modrian Hong Kong,香港尖沙咀赫德道11A-11D號,"11A-11D Hart Avenue, Tsim Sha Tsui, Hong Kong",kl_west
416969c0-3882-11f1-81dc-dafe16e01704,exhibition/commercial,,Two Dragons Fighting Over a Pearl,2026-03-03~2026-03-14,['https://www.instagram.com/mondrianhongkong/p/DVXTF66AQmM'],The Corner Shop by Modrian Hong Kong,The Corner Shop by Modrian Hong Kong,香港尖沙咀赫德道11A-11D號,"11A-11D Hart Avenue, Tsim Sha Tsui, Hong Kong",kl_west
4ea6b4c0-300e-11f1-bb7f-dafe16e01704,exhibition/commercial,偶然相遇的微光,Serendipitous Glimmers,2026-03-27~2026-04-18,['https://www.harbourcity.com.hk/tc/article/jimmy-liao-brand-25th-anniversary-special-campaign-serendipitous-glimmers'],海港城美術館,Harbour City Art Gallery,海港城海洋中心二階207號舖,"Shop 207, Level 2, Ocean Centre, Harbour City",kl_west
5643bbbf-2b84-11f1-bb7f-dafe16e01704,exhibition/commercial,,TEPPEI ONO – FIRST SOLO EXHIBITION IN HONG KONG,2026-02-27~2026-03-07,['https://belowground.hk/teppei-ono-first-solo-exhibition-in-hong-kong'],BELOWGROUND,BELOWGROUND,中環皇后大道中15號置地廣塲,"15 Queen's Road Central, Central, Hong Kong",hk_central_west
853b6eaa-28f8-11f1-a125-dafe16e01704,exhibition/commercial,,Grieve the Departed Wound,2026-03-19~2026-05-09,['https://tomorrowmaybehk.com/grieve-the-departed-wound'],TOMORROW MAYBE,TOMORROW MAYBE,香港佐敦彌敦道380號香港逸東酒店4樓,"4/F Eaton HK, 380 Nathan Road, Jordan, Hong Kong",kl_west
f535e571-28d8-11f1-a125-dafe16e01704,exhibition/commercial,,Coco Capitán Hong Kong Debut: Imagination Investments,2026-03-18~2026-04-25,['https://www.taikooplace.com/en/our-community/artistree-selects-2026'],ArtisTree,ArtisTree,鰂魚涌英皇道979號太古坊康橋大廈1樓,"1/F, Cambridge House, Taikoo Place, 979 King's Road, Quarry Bay",hk_east
d71555da-2529-11f1-a125-dafe16e01704,exhibition/commercial,幻光語彙,Luminous Lexicon: Light and Symbol,2026-03-02~2026-04-11,['https://www.instagram.com/p/DVc6PHsAM8m'],數碼港商場 3 樓 311 號舖,"Shop 311, 3/F, Cyberport Arcade",數碼港商場 3 樓 311 號舖,"Shop 311, 3/F, Cyberport Arcade",
cc188c2c-1877-11f1-885e-dafe16e01704,exhibition/commercial,茶記百科 - 看不到的設計學,The Cha Chan Teng Codex - Tales of Invisible Designs,2026-03-12~2026-07-30,['https://www.instagram.com/p/DVc00EXk4On'],GATE33 藝文館,GATE33 Gallery,香港九龍啟德AIRSIDE三樓,"3/F, AIRSIDE, Kai Tak, Kowloon",kl_east
a6190aae-17b2-11f1-885e-dafe16e01704,exhibition/commercial,,Underneath the Glaze,2026-03-16~2026-04-29,['https://www.pmq.org.hk/event/underneath-the-glaze/?lang=ch'],Studiojgee,Studiojgee,香港中環鴨巴甸街35號PMQ元創方H506-H507,"H506-H507, PMQ, 35 Aberdeen Street, Central, Hong Kong",hk_central_west
47afd721-150f-11f1-885e-dafe16e01704,exhibition/commercial,Aka C. 個人畫展「晃樂·願」@ 海港城,Aka C.’s Solo Exhibition “Fluttering Wishes” @Harbour City,2026-02-26~2026-03-21,['https://www.harbourcity.com.hk/tc/article/aka-c-s-solo-exhibition-fluttering-wishes-harbour-city'],海港城美術館,Harbour City Art Gallery,海港城海洋中心二階207號舖,"Shop 207, Level 2, Ocean Centre, Harbour City",kl_west
06861f3a-1314-11f1-aa3f-dafe16e01704,exhibition/commercial,,"In Reality Ant, Ngai Wing-Lam Solo Exhibition",2026-01-23~2026-04-10,['https://www.instagram.com/p/DUFLQBDEWcZ'],宇田津鮨, Udatsu Sushi,九龍尖沙咀廣東道2A號富衛1881公館,"FWD HOUSE 1881, 2A Canton Road, Tsim Sha Tsui, Kowloon",kl_west
89144444-1312-11f1-aa3f-dafe16e01704,exhibition/commercial,遇見大明 — 數字空間特展,A Digital Immersive Exhibition Encountering The Ming Dynasty,2026-02-15~2026-03-12,['https://www.klook.com/zh-HK/activity/196753-a-digital-immersive-exhibition-encountering-the-ming-dynasty/?utm_campaign=platform-share&utm_content=platform=ios_pagespm=Activity_textversion=1_shareid=6151BB9D-89B7-47AF-AFEC-737DC656BCB3&utm_medium=link-copy&utm_source=link-copy'],戲曲中心文化廣場,"Cultural Plaza, Xiqu Centre",香港尖沙咀柯士甸道西88號,"88 Austin Road West, Tsim Sha Tsui, Kowloon",kl_west
5fce64b2-1310-11f1-aa3f-dafe16e01704,exhibition/commercial,《人野共樂園》互動藝術展覽,Wild Togetherland Interactive Art Exhibition,2025-12-11~2026-03-02,['https://www.airside.com.hk/zh-hk/happenings/wild-togetherland-interactive-art-exhibition'],GATE33藝文館,GATE33 Art House,香港九龍啟德AIRSIDE三樓,"312 Shop No. 33, Gate 33 Art House, Hong Kong",kl_east
abab8ffd-fb1b-11f0-8bdb-dafe16e01704,exhibition/commercial,骨壁,Bone Whispers,2026-02-06~2026-03-07,['https://tomorrowmaybehk.com/bone-whispers'],TOMORROW MAYBE,TOMORROW MAYBE,香港佐敦彌敦道380號香港逸東酒店4樓,"4/F Eaton HK, 380 Nathan Road, Jordan, Hong Kong",kl_west
98a86113-3d6e-11f1-81dc-dafe16e01704,exhibition/education,香港@巴黎.詩畫──綠騎士作品展,hongkong@paris.poetrypainting: Chung-hing's Art and Poetry Collections,2026-03-17~2026-06-29,['https://www.lib.cuhk.edu.hk/tc/about/events/hk-paris-poetrypainting-2026'],香港中文大學圖書館,"University Library, The Chinese University of Hong Kong",香港沙田,"Shatin, Hong Kong",nt
853b82a7-28f8-11f1-a125-dafe16e01704,exhibition/education,群星不懼形似螢火,The Stars Are Not Afraid to Appear Like Firefles,2026-03-27~2026-04-16,['https://artnextexpo.com/artnext-march-exhibition-新藝潮三月精彩節目'],香港恆生大學,The Hang Seng University of Hong Kong,新界沙田小瀝源行善里,"Hang Shin Link, Siu Lek Yuen, Shatin",nt
ae7b13ee-28f5-11f1-a125-dafe16e01704,exhibition/education,炫目,GLITZ,2026-03-08~2026-03-29,"['https://www.hkas.edu.hk/events/glitz', 'https://hkac.org.hk/calendar_detail/?u=6ulngaJJKbQ']",香港藝術學院藝廊,The Gallery of Hong Kong Art School,香港灣仔港灣道2號香港藝術中心10樓,"10/F, Hong Kong Arts Centre, 2 Harbour Road, Wan Chai, Hong Kong",hk_wanchai
