id,category,title_zh,title_en,opening_periods,websites,venue_zh,venue_en,address_zh,address_en,district
6607b5f6-3bc7-11f1-81dc-dafe16e01704,cinema,HKIFF Cine Fan 電影節發燒友 一、二、三月節目,HKIFF Cine Fan Jan/Feb/Mar,2026-01-10~2026-03-15,['https://cinefan.hkiff.org.hk/zh/period/2026/jan-feb-mar-2026'],香港藝術中心古天樂電影院,"Louis Koo Cinema, Hong Kong Arts Centre",香港灣仔港灣道2號,"2 Harbour Road, Wan Chai, Hong Kong",hk_wanchai
74187c5e-387d-11f1-81dc-dafe16e01704,cinema,金玉满堂,The Chinese Feast,2026-02-19,['https://www.mplus.org.hk/tc/cinema/the-chinese-feast'],M+戲院,M+ Cinema,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
73808ea9-387d-11f1-81dc-dafe16e01704,cinema,日租家庭,Rental Family,2026-02-07 / 2026-02-19,['https://www.mplus.org.hk/tc/cinema/rental-family'],M+戲院,M+ Cinema,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
716c8045-387d-11f1-81dc-dafe16e01704,cinema,亂世兒女,Barry Lyndon,2026-01-09 / 2026-01-23 / 2026-02-07 / 2026-02-28,['https://www.mplus.org.hk/tc/cinema/rediscoveries/barry-lyndon'],M+戲院,M+ Cinema,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
c13eeac6-07c8-11f1-98ca-dafe16e01704,cinema,說得出的秘密,What Marielle Knows,2026-02-13,['https://www.goethe.de/ins/hon/en/ver.cfm?event_id=27219384'],Goethe-Institut Hongkong 香港歌德學院,Goethe-Institut Hongkong,香港灣仔港灣道2號香港藝術中心14樓,"14/F Hong Kong Arts Centre, 2 Harbour Road, Wanchai",hk_wanchai
9462224f-04b4-11f1-a9fa-dafe16e01704,cinema,PMQ MOVIE LAB |《情書》放映會 —— 愛情最純粹的模樣,PMQ MOVIE LAB | Movie Night “Love Letter” Screening,2026-02-12,['https://www.pmq.org.hk/event/movie-night-love-letter-screening/?lang=ch'],PMQ元創方,PMQ,香港中環鴨巴甸街35號,"35 Aberdeen Street, Central, Hong Kong",hk_central_west
b3f6b70d-04b3-11f1-a9fa-dafe16e01704,cinema,,All Star Video,2026-02-13~2026-07-04,['https://www.mplus.org.hk/tc/exhibitions/all-star-video'],M+,M+,香港西九文化區博物館道38號,"38 Museum Drive, West Kowloon Cultural District, Hong Kong",kl_west
6e9399b5-f4cd-11f0-8f8a-dafe16e01704,cinema,2026 JCCAC週六放映廠,2026 JCCAC Saturday Film,2026-01-30 / 2026-02-27 / 2026-04-24 / 2026-05-06 / 2026-05-22 / 2026-06-26,['https://www.jccac.org.hk/?a=group&id=c_1&doc_id=9855'],JCCAC 賽馬會創意藝術中心,JCCAC Jockey Club Creative Arts Centre,香港九龍石硤尾白田街30號,"30, Pak Tin Street, Shek Kip Mei, Kowloon, Hong Kong",kl_west
00eaebf6-d63c-11f0-9a41-dafe16e01704,cinema,嘉露蓮・卡瓦爾坎蒂《青春的裂縫》,Lapse by Caroline Cavalcanti,2026-02-27~2026-03-06,['https://www.nolimits.hk/zh-hant/programme/lapse-caroline-cavalcanti'],Tai Kwun 大館洗衣場石階,"Laundry Steps, Tai Kwun",香港中環荷李活道10號,"10 Hollywood Road, Central, Hong Kong",hk_central_west
b961702d-07ce-11f1-98ca-dafe16e01704,cinema/festival,Yuri Ancarani：崇高的真實,Yuri Ancarani: The Sublime of the Real,2026-02-08~2026-04-08,['https://www.instagram.com/thy_lab_/p/DUVK3YVk0ih'],Thy Lab 旲堂,Thy Lab,深水埗汝州街135號地下,"G/F, 135 Yu Chau Street, Sham Shui Po, Hong Kong",kl_west
85ab3e86-5f0e-11f1-a41b-1ab7d6ca2563,exhibition,第三屆「大灣區大專院校聯校作品展」,The 3rd Greater Bay Area Joint-School Exhibition,2026-01-16~2026-02-28,['https://www.instagram.com/kc100artspace/p/DTwep9hE6cb/'],KC100 藝術空間,KC100 Art Space,葵涌葵昌路 100 號,"100 Kwai Cheong Road, Kwai Chung (Exit E of Kwai Hing MTR Station)",nt
d089f460-1315-11f1-aa3f-dafe16e01704,exhibition,,just-a-furniture exhibition,2026-02-20~2026-02-28,['https://www.instagram.com/p/DVDxH-6kevW/?img_index=1'],Habyt Bridges,Habyt Bridges,中環華賢坊西6-8號,"Central Thirty Stores, Hong Kong",hk_central_west
2f9dba58-07cb-11f1-98ca-dafe16e01704,exhibition/auction,天命傳承 郎世寧繪《池蓮雙瑞》,Heaven’s Mandate Giuseppe Castiglione’s Auspicious Lotus for the Yongzheng Emperor,2026-02-03~2026-02-25,['https://www.sothebys.com/zh-hant/digital-catalogues/天命傳承-郎世寧繪池蓮雙瑞'],香港蘇富比旗艦藝廊,"Sotheby's Maison, Hong Kong",香港中環干諾道中8號置地遮打地下,"Landmark Chater, 8 Connaught Road Central, Central",hk_central_west
f9681ee8-e518-11f0-8ee1-dafe16e01704,exhibition/auction,掌中寰宇：亨利・摩爾小型雕像展,Henry Moore: Intimate Form,2026-01-15~2026-02-26,['https://www.sothebys.com/en/digital-catalogues/intimate-form-a-collection-of-small-scale-sculpture-by-henry-moore'],香港蘇富比旗艦藝廊,"Sotheby's Maison, Hong Kong",香港中環干諾道中8號置地遮打地下,"Landmark Chater, 8 Connaught Road Central, Central",hk_central_west
5643bbbf-2b84-11f1-bb7f-dafe16e01704,exhibition/commercial,,TEPPEI ONO – FIRST SOLO EXHIBITION IN HONG KONG,2026-02-27~2026-03-07,['https://belowground.hk/teppei-ono-first-solo-exhibition-in-hong-kong'],BELOWGROUND,BELOWGROUND,中環皇后大道中15號置地廣塲,"15 Queen's Road Central, Central, Hong Kong",hk_central_west
47afd721-150f-11f1-885e-dafe16e01704,exhibition/commercial,Aka C. 個人畫展「晃樂·願」@ 海港城,Aka C.’s Solo Exhibition “Fluttering Wishes” @Harbour City,2026-02-26~2026-03-21,['https://www.harbourcity.com.hk/tc/article/aka-c-s-solo-exhibition-fluttering-wishes-harbour-city'],海港城美術館,Harbour City Art Gallery,海港城海洋中心二階207號舖,"Shop 207, Level 2, Ocean Centre, Harbour City",kl_west
06861f3a-1314-11f1-aa3f-dafe16e01704,exhibition/commercial,,"In Reality Ant, Ngai Wing-Lam Solo Exhibition",2026-01-23~2026-04-10,['https://www.instagram.com/p/DUFLQBDEWcZ'],宇田津鮨, Udatsu Sushi,九龍尖沙咀廣東道2A號富衛1881公館,"FWD HOUSE 1881, 2A Canton Road, Tsim Sha Tsui, Kowloon",kl_west
89144444-1312-11f1-aa3f-dafe16e01704,exhibition/commercial,遇見大明 — 數字空間特展,A Digital Immersive Exhibition Encountering The Ming Dynasty,2026-02-15~2026-03-12,['https://www.klook.com/zh-HK/activity/196753-a-digital-immersive-exhibition-encountering-the-ming-dynasty/?utm_campaign=platform-share&utm_content=platform=ios_pagespm=Activity_textversion=1_shareid=6151BB9D-89B7-47AF-AFEC-737DC656BCB3&utm_medium=link-copy&utm_source=link-copy'],戲曲中心文化廣場,"Cultural Plaza, Xiqu Centre",香港尖沙咀柯士甸道西88號,"88 Austin Road West, Tsim Sha Tsui, Kowloon",kl_west
5fce64b2-1310-11f1-aa3f-dafe16e01704,exhibition/commercial,《人野共樂園》互動藝術展覽,Wild Togetherland Interactive Art Exhibition,2025-12-11~2026-03-02,['https://www.airside.com.hk/zh-hk/happenings/wild-togetherland-interactive-art-exhibition'],GATE33藝文館,GATE33 Art House,香港九龍啟德AIRSIDE三樓,"312 Shop No. 33, Gate 33 Art House, Hong Kong",kl_east
abab8ffd-fb1b-11f0-8bdb-dafe16e01704,exhibition/commercial,骨壁,Bone Whispers,2026-02-06~2026-03-07,['https://tomorrowmaybehk.com/bone-whispers'],TOMORROW MAYBE,TOMORROW MAYBE,香港佐敦彌敦道380號香港逸東酒店4樓,"4/F Eaton HK, 380 Nathan Road, Jordan, Hong Kong",kl_west
6592f10e-f8fa-11f0-8f8a-dafe16e01704,exhibition/commercial,永恆綻放,An Everlasting Bloom,2026-01-22~2026-02-24,['https://yidi.art/exhibitions/an-everlastin-bloom'],Pacific Place 太古廣場,,香港金鐘道88號,,hk_wanchai
